,ndex,name,points
815,826,Orbeetle,-19.8947265625
816,544,Whirlipede,-19.911328125
817,12,Butterfree,-19.9494140625
818,271,Lombre,-19.9513671875
819,48,Venonat,-19.954296875
820,64,Kadabra,-19.9669921875
821,425,Drifloon,-19.9689453125
822,296,Makuhita,-19.9748046875
823,519,Pidove,-20.7591796875
824,411,Bastiodon,-20.8458984375
825,374,Beldum,-20.9298828125
826,575,Gothorita,-20.9328125
827,932,Nacli,-20.938671875
828,608,Lampent,-20.9455078125
829,747,Mareanie,-20.9455078125
830,670,Floette,-20.9482421875
831,677,Espurr,-20.9501953125
832,819,Skwovet,-20.954296875
833,704,Goomy,-20.962109375
834,504,Patrat,-20.966015625
835,50,Diglett,-20.97578125
836,960,Wiglett,-20.9796875
837,293,Whismur,-20.981640625
838,1012,Poltchageist,-21.1583984375
839,854,Sinistea,-21.1583984375
840,686,Inkay,-21.3537109375
841,540,Sewaddle,-21.537695312500002
842,684,Swirlix,-21.74140625
843,681,Aegislash,-21.8576171875
844,703,Carbink,-21.8576171875
845,138,Omanyte,-21.915234375
846,184,Azumarill,-21.9259765625
847,269,Dustox,-21.9318359375
848,926,Fidough,-21.938671875
849,120,Staryu,-21.950390625
850,361,Snorunt,-21.9552734375
851,935,Charcadet,-21.9650390625
852,535,Tympole,-21.9650390625
853,509,Purrloin,-21.96796875
854,261,Poochyena,-21.9708984375
855,276,Taillow,-21.9748046875
856,396,Starly,-21.9748046875
857,422,Shellos,-22.1544921875
858,19,Rattata,-22.169921875
859,688,Binacle,-22.540820312500003
860,757,Salandit,-22.565039062500002
861,857,Hattrem,-22.7390625
862,152,Chikorita,-22.940625
863,456,Finneon,-22.9484375
864,595,Joltik,-22.9552734375
865,969,Glimmet,-22.9595703125
866,309,Electrike,-22.9650390625
867,252,Treecko,-22.966015625
868,909,Fuecoco,-23.3501953125
869,7,Squirtle,-23.540820312500003
870,653,Fennekin,-23.561132812500002
871,176,Togetic,-23.9171875
872,104,Cubone,-23.9201171875
873,226,Mantine,-23.9220703125
874,568,Trubbish,-23.9435546875
875,35,Clefairy,-23.95390625
876,132,Ditto,-23.9572265625
877,924,Tandemaus,-23.96015625
878,661,Fletchling,-23.9630859375
879,60,Poliwag,-23.9650390625
880,572,Minccino,-23.9650390625
881,92,Gastly,-23.973828125
882,921,Pawmi,-23.98359375
883,339,Barboach,-24.3625
884,81,Magnemite,-24.938671875
885,312,Minun,-24.9484375
886,96,Drowzee,-24.9513671875
887,527,Woobat,-24.962109375
888,742,Cutiefly,-24.9650390625
889,859,Impidimp,-24.9728515625
890,953,Rellor,-25.7458984375
891,451,Skorupi,-25.923046875
892,116,Horsea,-25.94453125
893,218,Slugma,-25.9650390625
894,816,Sobble,-25.9650390625
895,220,Swinub,-25.9669921875
896,29,Nidoran♀,-26.3556640625
897,299,Nosepass,-26.8810546875
898,345,Lileep,-26.926953125
899,417,Pachirisu,-26.9318359375
900,86,Seel,-26.9474609375
901,592,Frillish,-26.9484375
902,495,Snivy,-26.950390625
903,188,Skiploom,-26.95234375
904,577,Solosis,-26.9630859375
905,179,Mareep,-26.9640625
906,963,Finizen,-26.9650390625
907,39,Jigglypuff,-26.98359375
908,597,Ferroseed,-27.1162109375
909,821,Rookidee,-27.769921875
910,102,Exeggcute,-27.9328125
911,835,Yamper,-27.9552734375
912,580,Ducklett,-27.9552734375
913,52,Meowth,-27.9689453125
914,161,Sentret,-28.168750000000003
915,316,Gulpin,-28.95234375
916,363,Spheal,-28.9552734375
917,957,Tinkatink,-28.9564453125
918,300,Skitty,-28.962109375
919,915,Lechonk,-28.9640625
920,399,Bidoof,-28.9650390625
921,16,Pidgey,-28.966015625
922,940,Wattrel,-28.9689453125
923,37,Vulpix,-29.160156250000004
924,669,Flabébé,-29.358203125000003
925,694,Helioptile,-29.369921875000003
926,95,Onix,-29.8703125
927,410,Shieldon,-29.8947265625
928,290,Nincada,-29.9279296875
929,543,Venipede,-29.950390625
930,548,Petilil,-29.9552734375
931,948,Toedscool,-29.9572265625
932,72,Tentacool,-29.9572265625
933,868,Milcery,-29.9609375
934,41,Zubat,-29.9689453125
935,170,Chinchou,-30.3634765625
936,848,Toxel,-30.769921875
937,755,Morelull,-30.946484375
938,194,Wooper,-30.9640625
939,281,Kirlia,-30.966015625
940,919,Nymble,-30.96796875
941,238,Smoochum,-30.9796875
942,420,Cherubi,-31.55859375
943,616,Shelmet,-31.925
944,840,Applin,-31.9337890625
945,333,Swablu,-31.942578125
946,285,Shroomish,-31.9455078125
947,829,Gossifleur,-31.9455078125
948,343,Baltoy,-31.9474609375
949,751,Dewpider,-31.9494140625
950,307,Meditite,-31.950390625
951,831,Wooloo,-31.95234375
952,837,Rolycoly,-31.9552734375
953,762,Steenee,-31.9572265625
954,265,Wurmple,-31.9708984375
955,928,Smoliv,-32.358984375
956,999,Gimmighoul,-32.9357421875
957,166,Ledian,-32.9435546875
958,955,Flittle,-32.9748046875
959,172,Pichu,-32.985546875
960,917,Tarountula,-33.3611328125
961,355,Duskull,-33.9162109375
962,825,Dottler,-33.9240234375
963,273,Seedot,-33.9591796875
964,607,Litwick,-34.950390625
965,433,Chingling,-34.9552734375
966,63,Abra,-34.981640625
967,938,Tadbulb,-35.365234375
968,856,Hatenna,-36.75859375
969,659,Bunnelby,-36.7673828125
970,562,Yamask,-36.925
971,574,Gothita,-36.95234375
972,100,Voltorb,-36.954296875
973,187,Hoppip,-36.962109375
974,236,Tyrogue,-36.969921875
975,278,Wingull,-36.9748046875
976,439,Mime Jr.,-37.9513671875
977,325,Spoink,-37.9611328125
978,406,Budew,-37.9630859375
979,283,Surskit,-37.9689453125
980,517,Munna,-38.558203125
981,664,Scatterbug,-38.56796875
982,202,Wobbuffet,-38.947460937500004
983,268,Cascoon,-38.95625
984,266,Silcoon,-38.95625
985,714,Noibat,-38.9689453125
986,370,Luvdisc,-39.9484375
987,767,Wimpod,-39.9669921875
988,270,Lotad,-39.9708984375
989,13,Weedle,-39.9767578125
990,174,Igglybuff,-39.9884765625
991,827,Nickit,-40.172070312500004
992,163,Hoothoot,-40.7697265625
993,415,Combee,-41.9630859375
994,263,Zigzagoon,-41.9640625
995,761,Bounsweet,-41.9669921875
996,191,Sunkern,-41.9748046875
997,790,Cosmoem,-42.876171875000004
998,546,Cottonee,-42.947460937500004
999,412,Burmy,-42.960156250000004
1000,872,Snom,-42.9708984375
1001,173,Cleffa,-42.971484375
1002,789,Cosmog,-42.973828125000004
1003,280,Ralts,-42.977734375
1004,458,Mantyke,-43.9416015625
1005,10,Caterpie,-43.9728515625
1006,14,Kakuna,-46.96015625
1007,401,Kricketot,-46.9640625
1008,436,Bronzor,-47.920117187500004
1009,175,Togepi,-47.940625
1010,165,Ledyba,-47.9650390625
1011,665,Spewpa,-48.951367187500004
1012,360,Wynaut,-48.957226562500004
1013,242,Blissey,-48.969921875000004
1014,11,Metapod,-50.95625
1015,824,Blipbug,-50.9796875
1016,746,Wishiwashi,-50.98359375
1017,183,Marill,-51.9552734375
1018,298,Azurill,-51.9650390625
1019,235,Smeargle,-51.96796875
1020,349,Feebas,-57.977734375
1021,129,Magikarp,-60.957226562500004
1022,113,Chansey,-60.979687500000004
1023,213,Shuckle,-61.7794921875
1024,440,Happiny,-64.9875
